Date,22K Rate,24K Rate,Month,Year
02/01/2012,"2,560.00","2,738.00",1,2012
03/01/2012,"2,582.00","2,762.00",1,2012
04/01/2012,"2,598.00","2,778.50",1,2012
05/01/2012,"2,607.00","2,788.00",1,2012
06/01/2012,"2,623.00","2,805.00",1,2012
07/01/2012,"2,605.00","2,786.50",1,2012
09/01/2012,"2,604.00","2,784.50",1,2012
10/01/2012,"2,586.00","2,765.50",1,2012
11/01/2012,"2,596.00","2,776.50",1,2012
12/01/2012,"2,606.00","2,787.50",1,2012
13/01/2012,"2,580.00","2,759.50",1,2012
16/01/2012,"2,589.00","2,769.00",1,2012
17/01/2012,"2,610.00","2,791.00",1,2012
18/01/2012,"2,586.00","2,765.50",1,2012
19/01/2012,"2,585.00","2,764.50",1,2012
20/01/2012,"2,568.00","2,746.50",1,2012
21/01/2012,"2,585.00","2,765.00",1,2012
23/01/2012,"2,591.00","2,771.00",1,2012
24/01/2012,"2,582.00","2,762.00",1,2012
25/01/2012,"2,571.00","2,749.50",1,2012
26/01/2012,"2,571.00","2,749.50",1,2012
27/01/2012,"2,627.00","2,810.00",1,2012
28/01/2012,"2,642.00","2,826.00",1,2012
30/01/2012,"2,630.00","2,812.50",1,2012
31/01/2012,"2,654.00","2,838.00",1,2012
01/02/2012,"2,657.00","2,841.50",2,2012
02/02/2012,"2,648.00","2,832.00",2,2012
03/02/2012,"2,661.00","2,846.00",2,2012
04/02/2012,"2,596.00","2,776.00",2,2012
06/02/2012,"2,607.00","2,788.00",2,2012
07/02/2012,"2,598.00","2,779.00",2,2012
08/02/2012,"2,645.00","2,828.50",2,2012
09/02/2012,"2,639.00","2,822.00",2,2012
10/02/2012,"2,648.00","2,832.00",2,2012
11/02/2012,"2,629.00","2,812.00",2,2012
13/02/2012,"2,629.00","2,811.50",2,2012
14/02/2012,"2,610.00","2,791.00",2,2012
15/02/2012,"2,625.00","2,807.00",2,2012
16/02/2012,"2,622.00","2,804.00",2,2012
17/02/2012,"2,628.00","2,811.00",2,2012
18/02/2012,"2,632.00","2,815.00",2,2012
01/03/2012,"2,612.00","2,796.00",3,2012
02/03/2012,"2,612.00","2,796.00",3,2012
03/03/2012,"2,616.00","2,799.00",3,2012
04/03/2012,"2,614.00","2,800.00",3,2012
05/03/2012,"2,614.00","2,800.00",3,2012
06/03/2012,"2,614.00","2,795.00",3,2012
07/03/2012,"2,605.00","2,786.00",3,2012
08/03/2012,"2,614.00","2,795.00",3,2012
09/03/2012,"2,630.00","2,812.00",3,2012
10/03/2012,"2,619.00","2,801.00",3,2012
12/03/2012,"2,628.00","2,811.00",3,2012
13/03/2012,"2,628.00","2,811.00",3,2012
14/03/2012,"2,580.00","2,792.00",3,2012
15/03/2012,"2,568.00","2,759.00",3,2012
16/03/2012,"2,613.00","2,795.00",3,2012
17/03/2012,"2,613.00","2,795.00",3,2012
19/03/2012,"2,613.00","2,795.00",3,2012
20/03/2012,"2,614.00","2,797.00",3,2012
21/03/2012,"2,629.00","2,810.00",3,2012
22/03/2012,"2,637.00","2,820.00",3,2012
23/03/2012,"2,673.00","2,859.00",3,2012
24/03/2012,"2,674.00","2,860.00",3,2012
26/03/2012,"2,681.00","2,867.00",3,2012
27/03/2012,"2,676.00","2,861.00",3,2012
28/03/2012,"2,681.00","2,866.00",3,2012
29/03/2012,"2,667.00","2,854.00",3,2012
30/03/2012,"2,652.00","2,840.00",3,2012
31/03/2012,"2,652.00","2,840.00",3,2012
01/04/2012,"2,661.00","2,846.50",4,2012
02/04/2012,"2,661.00","2,846.50",4,2012
03/04/2012,"2,668.00","2,854.00",4,2012
04/04/2012,"2,632.00","2,814.50",4,2012
05/04/2012,"2,632.00","2,814.50",4,2012
06/04/2012,"2,632.00","2,814.50",4,2012
07/04/2012,"2,632.00","2,814.50",4,2012
09/04/2012,"2,648.00","2,832.00",4,2012
10/04/2012,"2,654.00","2,838.50",4,2012
11/04/2012,"2,676.00","2,862.50",4,2012
12/04/2012,"2,679.00","2,865.00",4,2012
13/04/2012,"2,679.00","2,865.00",4,2012
14/04/2012,"2,680.00","2,866.50",4,2012
16/04/2012,"2,673.00","2,859.00",4,2012
17/04/2012,"2,676.00","2,862.00",4,2012
18/04/2012,"2,672.00","2,858.00",4,2012
19/04/2012,"2,677.00","2,863.50",4,2012
20/04/2012,"2,690.00","2,877.00",4,2012
21/04/2012,"2,689.00","2,876.00",4,2012
23/04/2012,"2,696.00","2,883.00",4,2012
24/04/2012,"2,715.00","2,904.00",4,2012
25/04/2012,"2,713.00","2,902.00",4,2012
26/04/2012,"2,730.00","2,919.50",4,2012
27/04/2012,"2,737.00","2,927.50",4,2012
28/04/2012,"2,740.00","2,931.00",4,2012
30/04/2012,"2,750.00","2,941.00",4,2012
01/05/2012,"2,750.00","2,960.00",5,2012
02/05/2012,"2,750.00","2,960.00",5,2012
03/05/2012,"2,759.00","2,961.00",5,2012
04/05/2012,"2,759.00","2,961.00",5,2012
05/05/2012,"2,762.00","2,953.50",5,2012
06/05/2012,"2,762.00","2,953.50",5,2012
07/05/2012,"2,753.00","2,944.00",5,2012
08/05/2012,"2,717.00","2,906.00",5,2012
09/05/2012,"2,687.00","2,874.00",5,2012
10/05/2012,"2,678.00","2,864.00",5,2012
11/05/2012,"2,675.00","2,861.00",5,2012
12/05/2012,"2,665.00","2,850.00",5,2012
13/05/2012,"2,671.00","2,856.50",5,2012
14/05/2012,"2,669.00","2,855.00",5,2012
15/05/2012,"2,645.00","2,829.00",5,2012
16/05/2012,"2,645.00","2,850.00",5,2012
17/05/2012,"2,710.00","2,895.00",5,2012
18/05/2012,"2,715.00","2,898.00",5,2012
19/05/2012,"2,725.00","2,902.00",5,2012
21/05/2012,"2,741.00","2,922.00",5,2012
22/05/2012,"2,748.00","2,928.00",5,2012
24/05/2012,"2,748.00","2,938.00",5,2012
25/05/2012,"2,726.00","2,912.00",5,2012
26/05/2012,"2,740.00","2,926.00",5,2012
28/05/2012,"2,738.00","2,925.00",5,2012
29/05/2012,"2,753.00","2,940.00",5,2012
30/05/2012,"2,753.00","2,940.00",5,2012
31/05/2012,"2,768.00","2,960.50",5,2012
01/06/2012,"2,744.00","2,934.50",6,2012
02/06/2012,"2,841.00","3,038.00",6,2012
03/06/2012,"2,841.00","3,038.00",6,2012
04/06/2012,"2,824.00","3,020.00",6,2012
05/06/2012,"2,825.00","3,021.50",6,2012
06/06/2012,"2,837.00","3,034.50",6,2012
07/06/2012,"2,813.00","3,009.00",6,2012
08/06/2012,"2,750.00","2,941.50",6,2012
09/06/2012,"2,778.00","2,971.50",6,2012
11/06/2012,"2,788.00","2,982.00",6,2012
12/06/2012,"2,795.00","2,989.50",6,2012
13/06/2012,"2,827.00","3,024.00",6,2012
14/06/2012,"2,847.00","3,044.50",6,2012
15/06/2012,"2,842.00","3,040.00",6,2012
16/06/2012,"2,836.00","3,033.50",6,2012
18/06/2012,"2,825.00","3,021.00",6,2012
19/06/2012,"2,874.00","3,074.00",6,2012
20/06/2012,"2,846.00","3,044.00",6,2012
21/06/2012,"2,831.00","3,028.00",6,2012
22/06/2012,"2,826.00","3,022.50",6,2012
23/06/2012,"2,824.00","3,020.00",6,2012
25/06/2012,"2,802.00","2,997.00",6,2012
26/06/2012,"2,847.00","3,045.00",6,2012
27/06/2012,"2,817.00","3,013.50",6,2012
28/06/2012,"2,827.00","3,023.50",6,2012
29/06/2012,"2,773.00","2,965.50",6,2012
30/06/2012,"2,793.00","2,987.50",6,2012
02/07/2012,"2,787.00","2,981.00",7,2012
03/07/2012,"2,774.00","2,966.50",7,2012
04/07/2012,"2,767.00","2,959.50",7,2012
05/07/2012,"2,800.00","2,995.00",7,2012
06/07/2012,"2,781.00","2,974.00",7,2012
07/07/2012,"2,776.00","2,969.50",7,2012
09/07/2012,"2,781.00","2,974.50",7,2012
10/07/2012,"2,775.00","2,968.00",7,2012
11/07/2012,"2,747.00","2,938.00",7,2012
12/07/2012,"2,747.00","2,938.00",7,2012
13/07/2012,"2,745.00","2,936.00",7,2012
14/07/2012,"2,749.00","2,940.50",7,2012
15/07/2012,"2,749.00","2,940.50",7,2012
16/07/2012,"2,748.00","2,939.00",7,2012
17/07/2012,"2,760.00","2,951.50",7,2012
18/07/2012,"2,752.00","2,943.50",7,2012
19/07/2012,"2,751.00","2,942.00",7,2012
20/07/2012,"2,751.00","2,942.00",7,2012
21/07/2012,"2,751.00","2,942.00",7,2012
22/07/2012,"2,751.00","2,942.00",7,2012
23/07/2012,"2,765.00","2,957.50",7,2012
24/07/2012,"2,774.00","2,966.50",7,2012
25/07/2012,"2,810.00","3,005.00",7,2012
26/07/2012,"2,828.00","3,025.00",7,2012
27/07/2012,"2,829.00","3,025.50",7,2012
28/07/2012,"2,825.00","3,021.00",7,2012
30/07/2012,"2,824.00","3,020.00",7,2012
31/07/2012,"2,840.00","3,037.50",7,2012
01/08/2012,"2,820.00","3,016.00",8,2012
02/08/2012,"2,805.00","3,000.00",8,2012
03/08/2012,"2,803.00","2,997.50",8,2012
04/08/2012,"2,811.00","3,065.50",8,2012
06/08/2012,"2,793.00","2,987.50",8,2012
07/08/2012,"2,812.00","3,007.50",8,2012
08/08/2012,"2,789.00","2,982.50",8,2012
09/08/2012,"2,804.00","2,998.50",8,2012
10/08/2012,"2,803.00","2,997.50",8,2012
11/08/2012,"2,805.00","3,000.50",8,2012
13/08/2012,"2,829.00","3,026.00",8,2012
14/08/2012,"2,830.00","3,026.50",8,2012
15/08/2012,"2,830.00","3,026.50",8,2012
16/08/2012,"2,820.00","3,016.50",8,2012
17/08/2012,"2,831.00","3,027.50",8,2012
18/08/2012,"2,832.00","3,029.00",8,2012
19/08/2012,"2,832.00","3,029.00",8,2012
20/08/2012,"2,822.00","3,018.00",8,2012
21/08/2012,"2,836.00","3,033.00",8,2012
22/08/2012,"2,844.00","3,041.50",8,2012
23/08/2012,"2,869.00","3,068.50",8,2012
24/08/2012,"2,908.00","3,110.00",8,2012
25/08/2012,"2,911.00","3,113.00",8,2012
27/08/2012,"2,920.00","3,123.50",8,2012
28/08/2012,"2,916.00","3,118.50",8,2012
29/08/2012,"2,917.00","3,119.50",8,2012
30/08/2012,"2,902.00","3,103.50",8,2012
31/08/2012,"2,902.00","3,103.50",8,2012
01/09/2012,"2,952.00","3,157.50",9,2012
03/09/2012,"2,944.00","3,148.50",9,2012
04/09/2012,"2,957.00","3,163.00",9,2012
05/09/2012,"2,972.00","3,178.50",9,2012
06/09/2012,"2,988.00","3,196.00",9,2012
07/09/2012,"2,956.00","3,161.50",9,2012
08/09/2012,"3,022.00","3,232.50",9,2012
10/09/2012,"3,022.00","3,232.00",9,2012
11/09/2012,"3,017.00","3,227.00",9,2012
12/09/2012,"3,013.00","3,225.50",9,2012
13/09/2012,"3,016.00","3,225.50",9,2012
14/09/2012,"3,041.00","3,252.00",9,2012
15/09/2012,"3,024.00","3,234.00",9,2012
17/09/2012,"3,000.00","3,209.00",9,2012
18/09/2012,"2,990.00","3,198.00",9,2012
19/09/2012,"2,990.00","3,198.00",9,2012
20/09/2012,"2,990.00","3,198.00",9,2012
21/09/2012,"3,012.00","3,221.00",9,2012
22/09/2012,"2,978.00","3,185.00",9,2012
24/09/2012,"2,952.00","3,157.50",9,2012
25/09/2012,"2,971.00","3,178.00",9,2012
26/09/2012,"2,967.00","3,173.00",9,2012
27/09/2012,"2,943.00","3,147.00",9,2012
28/09/2012,"2,944.00","3,148.50",9,2012
29/09/2012,"2,961.00","3,167.00",9,2012
01/10/2012,"2,929.00","3,132.50",10,2012
02/10/2012,"2,929.00","3,132.50",10,2012
03/10/2012,"2,922.00","3,125.50",10,2012
04/10/2012,"2,913.00","3,115.00",10,2012
05/10/2012,"2,917.00","3,120.00",10,2012
06/10/2012,"2,906.00","3,108.00",10,2012
07/10/2012,"2,906.00","3,108.00",10,2012
08/10/2012,"2,909.00","3,111.00",10,2012
09/10/2012,"2,930.00","3,134.00",10,2012
10/10/2012,"2,939.00","3,143.50",10,2012
11/10/2012,"2,934.00","3,137.50",10,2012
12/10/2012,"2,933.00","3,136.50",10,2012
13/10/2012,"2,922.00","3,125.50",10,2012
15/10/2012,"2,910.00","3,112.00",10,2012
16/10/2012,"2,895.00","3,096.50",10,2012
17/10/2012,"2,909.00","3,111.50",10,2012
18/10/2012,"2,909.00","3,111.50",10,2012
19/10/2012,"2,938.00","3,142.00",10,2012
20/10/2012,"2,920.00","3,123.00",10,2012
22/10/2012,"2,904.00","3,105.50",10,2012
23/10/2012,"2,904.00","3,105.50",10,2012
24/10/2012,"2,893.00","3,094.00",10,2012
25/10/2012,"2,889.00","3,090.00",10,2012
26/10/2012,"2,894.00","3,095.50",10,2012
27/10/2012,"2,899.00","3,101.00",10,2012
29/10/2012,"2,905.00","3,106.50",10,2012
30/10/2012,"2,914.00","3,116.50",10,2012
31/10/2012,"2,907.00","3,109.50",10,2012
01/11/2012,"2,912.00","3,114.50",11,2012
02/11/2012,"2,887.00","3,088.00",11,2012
03/11/2012,"2,855.00","3,054.00",11,2012
05/11/2012,"2,860.00","3,059.00",11,2012
06/11/2012,"2,895.00","3,096.00",11,2012
07/11/2012,"2,939.00","3,143.00",11,2012
08/11/2012,"2,941.50","3,145.00",11,2012
09/11/2012,"2,979.00","3,186.00",11,2012
10/11/2012,"2,981.00","3,188.50",11,2012
12/11/2012,"2,983.00","3,190.00",11,2012
13/11/2012,"2,998.00","3,206.50",11,2012
14/11/2012,"2,983.00","3,190.00",11,2012
15/11/2012,"2,976.00","3,183.00",11,2012
16/11/2012,"2,958.00","3,163.50",11,2012
17/11/2012,"2,973.00","3,180.00",11,2012
19/11/2012,"2,978.00","3,185.00",11,2012
20/11/2012,"2,999.00","3,207.00",11,2012
21/11/2012,"2,993.00","3,201.00",11,2012
22/11/2012,"2,999.00","3,207.00",11,2012
23/11/2012,"3,022.00","3,232.00",11,2012
24/11/2012,"3,060.00","3,273.00",11,2012
26/11/2012,"3,068.00","3,281.50",11,2012
27/11/2012,"3,059.00","3,271.50",11,2012
28/11/2012,"3,037.00","3,248.00",11,2012
29/11/2012,"2,977.00","3,184.00",11,2012
30/11/2012,"2,963.00","3,168.50",11,2012
01/12/2012,"2,949.00","3,154.50",12,2012
03/12/2012,"2,951.00","3,156.00",12,2012
04/12/2012,"2,934.00","3,138.00",12,2012
05/12/2012,"2,924.00","3,127.50",12,2012
06/12/2012,"2,895.00","3,096.00",12,2012
07/12/2012,"2,908.00","3,110.00",12,2012
08/12/2012,"2,911.00","3,113.50",12,2012
10/12/2012,"2,924.00","3,127.50",12,2012
11/12/2012,"2,923.00","3,126.50",12,2012
12/12/2012,"2,921.00","3,124.00",12,2012
13/12/2012,"2,907.00","3,109.50",12,2012
14/12/2012,"2,901.00","3,102.50",12,2012
15/12/2012,"2,905.00","3,106.50",12,2012
17/12/2012,"2,911.00","3,113.50",12,2012
18/12/2012,"2,939.00","3,143.00",12,2012
19/12/2012,"2,876.00","3,076.00",12,2012
20/12/2012,"2,878.00","3,078.50",12,2012
21/12/2012,"2,869.00","3,068.50",12,2012
22/12/2012,"2,877.00","3,077.00",12,2012
24/12/2012,"2,874.00","3,073.50",12,2012
25/12/2012,"2,882.00","3,082.50",12,2012
26/12/2012,"2,862.00","3,061.00",12,2012
27/12/2012,"2,864.00","3,063.00",12,2012
28/12/2012,"2,870.00","3,070.00",12,2012
29/12/2012,"2,862.00","3,060.50",12,2012
31/12/2012,"2,870.00","3,069.00",12,2012
01/01/2013,"2,876.00","3,076.00",1,2013
02/01/2013,"2,895.00","3,096.50",1,2013
03/01/2013,"2,902.00","3,104.00",1,2013
04/01/2013,"2,873.00","3,073.00",1,2013
05/01/2013,"2,881.00","3,081.00",1,2013
06/01/2013,"2,881.00","3,081.00",1,2013
07/01/2013,"2,883.00","3,083.50",1,2013
08/01/2013,"2,869.00","3,068.50",1,2013
09/01/2013,"2,869.00","3,068.50",1,2013
10/01/2013,"2,857.00","3,056.00",1,2013
11/01/2013,"2,873.00","3,072.50",1,2013
12/01/2013,"2,875.00","3,074.50",1,2013
14/01/2013,"2,875.00","3,074.50",1,2013
15/01/2013,"2,877.00","3,077.50",1,2013
16/01/2013,"2,893.00","3,094.00",1,2013
17/01/2013,"2,872.00","3,071.50",1,2013
18/01/2013,"2,857.00","3,056.00",1,2013
19/01/2013,"2,856.00","3,055.00",1,2013
21/01/2013,"2,863.00","3,062.00",1,2013
22/01/2013,"2,916.00","3,119.00",1,2013
23/01/2013,"2,920.00","3,123.00",1,2013
24/01/2013,"2,895.00","3,096.00",1,2013
25/01/2013,"2,878.00","3,078.00",1,2013
26/01/2013,"2,878.00","3,078.00",1,2013
28/01/2013,"2,869.00","3,068.50",1,2013
29/01/2013,"2,863.00","3,062.00",1,2013
30/01/2013,"2,856.00","3,054.50",1,2013
31/01/2013,"2,859.00","3,058.00",1,2013
01/02/2013,"2,848.00","3,046.50",2,2013
02/02/2013,"2,846.00","3,043.50",2,2013
03/02/2013,"2,846.00","3,043.50",2,2013
04/02/2013,"2,838.00","3,035.00",2,2013
05/02/2013,"2,856.00","3,055.00",2,2013
06/02/2013,"2,844.00","3,041.50",2,2013
07/02/2013,"2,861.00","3,060.00",2,2013
08/02/2013,"2,867.00","3,066.50",2,2013
09/02/2013,"2,867.00","3,066.50",2,2013
11/02/2013,"2,864.00","3,063.00",2,2013
12/02/2013,"2,852.00","3,050.00",2,2013
13/02/2013,"2,846.00","3,043.00",2,2013
14/02/2013,"2,843.00","3,040.50",2,2013
15/02/2013,"2,830.00","3,026.50",2,2013
16/02/2013,"2,811.00","3,006.00",2,2013
18/02/2013,"2,813.00","3,009.00",2,2013
19/02/2013,"2,809.00","3,004.50",2,2013
20/02/2013,"2,790.00","2,984.00",2,2013
21/02/2013,"2,743.00","2,933.50",2,2013
22/02/2013,"2,765.00","2,957.00",2,2013
23/02/2013,"2,757.00","2,948.50",2,2013
25/02/2013,"2,753.00","2,944.00",2,2013
26/02/2013,"2,774.00","2,966.50",2,2013
27/02/2013,"2,792.00","2,986.00",2,2013
28/02/2013,"2,774.00","2,967.00",2,2013
01/03/2013,"2,761.00","2,953.00",3,2013
02/03/2013,"2,781.00","2,974.50",3,2013
04/03/2013,"2,781.00","2,974.00",3,2013
05/03/2013,"2,771.00","2,963.50",3,2013
06/03/2013,"2,768.00","2,960.00",3,2013
07/03/2013,"2,769.00","2,961.50",3,2013
08/03/2013,"2,755.00","2,946.00",3,2013
09/03/2013,"2,750.00","2,941.00",3,2013
11/03/2013,"2,751.00","2,942.50",3,2013
12/03/2013,"2,754.00","2,945.00",3,2013
13/03/2013,"2,766.00","2,958.00",3,2013
14/03/2013,"2,757.00","2,948.50",3,2013
15/03/2013,"2,763.00","2,955.00",3,2013
16/03/2013,"2,758.00","2,950.00",3,2013
18/03/2013,"2,783.00","2,977.00",3,2013
19/03/2013,"2,796.00","2,990.00",3,2013
20/03/2013,"2,810.00","3,005.50",3,2013
21/03/2013,"2,797.00","2,991.50",3,2013
22/03/2013,"2,811.00","3,006.00",3,2013
23/03/2013,"2,801.00","2,995.50",3,2013
25/03/2013,"2,786.00","2,980.00",3,2013
26/03/2013,"2,787.00","2,980.50",3,2013
27/03/2013,"2,784.00","2,977.00",3,2013
28/03/2013,"2,795.00","2,989.50",3,2013
29/03/2013,"2,776.00","2,969.00",3,2013
30/03/2013,"2,792.00","2,986.00",3,2013
01/04/2013,"2,786.00","2,980.00",4,2013
02/04/2013,"2,781.00","2,974.50",4,2013
03/04/2013,"2,733.00","2,923.00",4,2013
04/04/2013,"2,718.00","2,906.50",4,2013
05/04/2013,"2,729.00","2,918.50",4,2013
06/04/2013,"2,780.00","2,973.00",4,2013
08/04/2013,"2,759.00","2,951.00",4,2013
09/04/2013,"2,750.00","2,941.50",4,2013
10/04/2013,"2,760.00","2,952.00",4,2013
11/04/2013,"2,760.00","2,952.00",4,2013
12/04/2013,"2,716.00","2,905.00",4,2013
13/04/2013,"2,632.00","2,815.50",4,2013
15/04/2013,"2,509.00","2,683.00",4,2013
16/04/2013,"2,441.00","2,610.50",4,2013
17/04/2013,"2,425.00","2,593.50",4,2013
18/04/2013,"2,439.00","2,608.50",4,2013
19/04/2013,"2,466.00","2,637.00",4,2013
20/04/2013,"2,483.00","2,655.50",4,2013
22/04/2013,"2,521.00","2,696.00",4,2013
23/04/2013,"2,529.00","2,705.00",4,2013
24/04/2013,"2,529.00","2,705.00",4,2013
25/04/2013,"2,571.00","2,749.50",4,2013
26/04/2013,"2,593.00","2,773.50",4,2013
27/04/2013,"2,608.00","2,789.00",4,2013
29/04/2013,"2,612.00","2,793.50",4,2013
30/04/2013,"2,593.00","2,773.50",4,2013
02/05/2013,"2,553.00","2,730.00",5,2013
03/05/2013,"2,593.00","2,773.00",5,2013
04/05/2013,"2,581.00","2,760.50",5,2013
06/05/2013,"2,578.00","2,757.00",5,2013
07/05/2013,"2,563.00","2,741.00",5,2013
08/05/2013,"2,545.00","2,721.50",5,2013
09/05/2013,"2,573.00","2,752.00",5,2013
10/05/2013,"2,556.00","2,733.50",5,2013
11/05/2013,"2,561.00","2,739.50",5,2013
13/05/2013,"2,540.00","2,717.00",5,2013
14/05/2013,"2,569.00","2,748.00",5,2013
15/05/2013,"2,533.00","2,709.00",5,2013
16/05/2013,"2,485.00","2,658.00",5,2013
17/05/2013,"2,488.00","2,661.00",5,2013
18/05/2013,"2,477.00","2,649.50",5,2013
20/05/2013,"2,446.00","2,616.50",5,2013
21/05/2013,"2,485.00","2,658.00",5,2013
22/05/2013,"2,496.00","2,670.00",5,2013
23/05/2013,"2,504.00","2,678.00",5,2013
24/05/2013,"2,500.00","2,673.50",5,2013
25/05/2013,"2,502.00","2,676.50",5,2013
27/05/2013,"2,503.00","2,677.50",5,2013
28/05/2013,"2,490.00","2,663.00",5,2013
29/05/2013,"2,504.00","2,678.50",5,2013
30/05/2013,"2,536.00","2,712.00",5,2013
31/05/2013,"2,567.00","2,745.00",5,2013
01/06/2013,"2,532.00","2,708.50",6,2013
03/06/2013,"2,542.00","2,718.50",6,2013
04/06/2013,"2,552.00","2,729.00",6,2013
05/06/2013,"2,550.00","2,727.00",6,2013
06/06/2013,"2,603.00","2,784.00",6,2013
07/06/2013,"2,630.00","2,812.50",6,2013
08/06/2013,"2,589.00","2,769.00",6,2013
10/06/2013,"2,608.00","2,789.00",6,2013
11/06/2013,"2,611.00","2,792.50",6,2013
12/06/2013,"2,608.00","2,789.50",6,2013
13/06/2013,"2,634.00","2,817.50",6,2013
14/06/2013,"2,595.00","2,775.00",6,2013
15/06/2013,"2,617.00","2,799.00",6,2013
17/06/2013,"2,615.00","2,796.50",6,2013
18/06/2013,"2,638.00","2,821.50",6,2013
19/06/2013,"2,626.00","2,809.00",6,2013
20/06/2013,"2,564.00","2,742.00",6,2013
21/06/2013,"2,536.00","2,712.00",6,2013
22/06/2013,"2,553.00","2,730.00",6,2013
24/06/2013,"2,533.00","2,709.50",6,2013
25/06/2013,"2,526.00","2,702.00",6,2013
26/06/2013,"2,457.00","2,628.00",6,2013
27/06/2013,"2,470.00","2,642.00",6,2013
28/06/2013,"2,379.00","2,544.00",6,2013
29/06/2013,"2,437.00","2,606.00",6,2013
01/07/2013,"2,436.00","2,605.00",7,2013
02/07/2013,"2,477.00","2,649.50",7,2013
03/07/2013,"2,473.00","2,645.00",7,2013
04/07/2013,"2,474.00","2,646.50",7,2013
05/07/2013,"2,454.00","2,624.50",7,2013
06/07/2013,"2,458.00","2,628.50",7,2013
08/07/2013,"2,452.00","2,622.50",7,2013
09/07/2013,"2,470.00","2,641.50",7,2013
10/07/2013,"2,472.00","2,643.50",7,2013
11/07/2013,"2,515.00","2,689.50",7,2013
12/07/2013,"2,506.00","2,680.00",7,2013
13/07/2013,"2,509.00","2,683.50",7,2013
15/07/2013,"2,512.00","2,686.50",7,2013
16/07/2013,"2,498.00","2,671.50",7,2013
17/07/2013,"2,508.00","2,682.00",7,2013
18/07/2013,"2,502.00","2,675.50",7,2013
19/07/2013,"2,516.00","2,690.50",7,2013
20/07/2013,"2,519.00","2,694.50",7,2013
22/07/2013,"2,557.00","2,735.00",7,2013
23/07/2013,"2,595.00","2,775.00",7,2013
24/07/2013,"2,593.00","2,773.00",7,2013
25/07/2013,"2,567.00","2,745.00",7,2013
26/07/2013,"2,609.00","2,790.50",7,2013
27/07/2013,"2,623.00","2,805.50",7,2013
29/07/2013,"2,634.00","2,817.50",7,2013
30/07/2013,"2,657.00","2,842.00",7,2013
31/07/2013,"2,691.00","2,878.00",7,2013
01/08/2013,"2,656.00","2,840.50",8,2013
02/08/2013,"2,614.00","2,796.00",8,2013
03/08/2013,"2,660.00","2,845.00",8,2013
05/08/2013,"2,639.00","2,822.00",8,2013
06/08/2013,"2,643.00","2,827.00",8,2013
07/08/2013,"2,618.00","2,799.50",8,2013
08/08/2013,"2,640.00","2,824.00",8,2013
09/08/2013,"2,663.00","2,848.00",8,2013
10/08/2013,"2,679.00","2,865.00",8,2013
12/08/2013,"2,710.00","2,898.00",8,2013
13/08/2013,"2,787.00","2,981.00",8,2013
14/08/2013,"2,776.00","2,969.50",8,2013
16/08/2013,"2,881.00","3,081.00",8,2013
17/08/2013,"2,946.00","3,150.50",8,2013
19/08/2013,"2,938.00","3,142.50",8,2013
20/08/2013,"2,931.00","3,135.00",8,2013
21/08/2013,"2,975.00","3,182.00",8,2013
22/08/2013,"2,967.00","3,173.00",8,2013
23/08/2013,"2,994.00","3,202.00",8,2013
24/08/2013,"3,048.00","3,260.00",8,2013
26/08/2013,"3,045.00","3,256.50",8,2013
27/08/2013,"2,901.00","3,103.00",8,2013
28/08/2013,"2,971.00","3,178.00",8,2013
29/08/2013,"2,903.00","3,104.50",8,2013
30/08/2013,"2,823.00","3,019.50",8,2013
31/08/2013,"2,842.00","3,039.50",8,2013
02/09/2013,"2,832.00","3,029.00",9,2013
03/09/2013,"2,865.00","3,064.00",9,2013
04/09/2013,"2,821.00","3,017.50",9,2013
05/09/2013,"2,834.00","3,030.50",9,2013
06/09/2013,"2,803.00","2,997.50",9,2013
07/09/2013,"2,834.00","3,031.00",9,2013
09/09/2013,"2,834.00","3,031.00",9,2013
10/09/2013,"2,829.00","3,025.50",9,2013
11/09/2013,"2,821.00","3,017.00",9,2013
12/09/2013,"2,816.00","3,012.00",9,2013
13/09/2013,"2,823.00","3,019.50",9,2013
14/09/2013,"2,835.00","3,032.00",9,2013
16/09/2013,"2,786.00","2,980.00",9,2013
17/09/2013,"2,804.00","2,999.00",9,2013
18/09/2013,"2,779.00","2,972.50",9,2013
19/09/2013,"2,841.00","3,039.00",9,2013
20/09/2013,"2,839.00","3,036.50",9,2013
21/09/2013,"2,821.00","3,017.00",9,2013
23/09/2013,"2,803.00","2,998.00",9,2013
24/09/2013,"2,776.00","2,969.50",9,2013
25/09/2013,"2,786.00","2,979.50",9,2013
26/09/2013,"2,786.00","2,979.50",9,2013
27/09/2013,"2,775.00","2,967.50",9,2013
28/09/2013,"2,827.00","3,023.00",9,2013
30/09/2013,"2,789.00","2,983.00",9,2013
01/10/2013,"2,780.00","2,973.50",10,2013
02/10/2013,"2,780.00","2,973.50",10,2013
03/10/2013,"2,747.00","2,938.00",10,2013
04/10/2013,"2,766.00","2,958.50",10,2013
05/10/2013,"2,757.00","2,948.50",10,2013
07/10/2013,"2,773.00","2,966.00",10,2013
08/10/2013,"2,800.00","2,995.00",10,2013
09/10/2013,"2,800.00","2,995.00",10,2013
10/10/2013,"2,815.00","3,011.00",10,2013
11/10/2013,"2,798.00","2,992.50",10,2013
12/10/2013,"2,800.00","2,994.50",10,2013
14/10/2013,"2,822.00","3,018.00",10,2013
15/10/2013,"2,823.00","3,019.50",10,2013
16/10/2013,"2,852.00","3,050.50",10,2013
